,Unique Values,Count
2062,Amulet depicting human head emerging from lotus,1
2663,"Amulet depicting one of the four sons of Horus, Hapy",1
3037,Amulet depicting two baboons flanking a djed pillar with sundisk and atef-crown,1
5626,Amulet emphasizing a pair of horns,1
1600,Amulet illustrating a baboon in a boat,1
793,Amulet in form of human face,2
1285,Amulet in the Form of Harpokrates,1
2804,Amulet in the Form of Ptah-Sokar,1
1243,Amulet in the Form of Wepwawet,1
1173,Amulet in the Form of a Beetle,2
2800,Amulet in the Form of a Bird,1
2802,Amulet in the Form of a Falcon,1
2797,Amulet in the Form of a Fly,1
2798,Amulet in the Form of a Frog,1
4359,Amulet in the Form of a Lion-Headed Goddess,1
785,Amulet in the Form of a falcon,2
732,Amulet in the Shape of a Heart,2
5743,Amulet in the Shape of a Persea Fruit,1
2803,Amulet in the form of a Bird,1
5564,Amulet in the form of a head of an elephant,1
5517,Amulet in the form of a hippo,1
3684,Amulet in the shape of a plaque and with the depiction of a papyrus column,1
3295,Amulet of Anubis on his Shrine,1
2669,Amulet of Ba-bird,1
2863,Amulet of Bes,1
3309,Amulet of Bes with a Tambourine,1
395,Amulet of Bes with tambourine,4
436,Amulet of Harpokrates,3
5114,Amulet of Khnum,1
2847,Amulet of Min,1
2677,Amulet of Ptah-Sokar,1
3856,Amulet of Ptaikos on the crocodiles,1
2064,Amulet of Re-Harakhty squatting,1
983,Amulet of Taweret,2
2860,Amulet of Thoth,1
2066,Amulet of Tutu,1
2619,Amulet of Two Birds on a Neb-Basket,1
1250,Amulet of Wepwawet,1
5102,Amulet of a Bes-image,1
2067,Amulet of a baboon holding an unrecognizable object,1
3167,Amulet of a cow,1
2591,Amulet of a crown of Lower Egypt,1
2594,Amulet of a squatting royal female child with the name Nefertari Merimut on the underside,1
4963,Amulet of a squatting royal male child with the name Usermaatre Ramesses on the underside,1
1165,Amulet of a walking ram,2
2071,Amulet of ba bird wearing a sun disk,1
2068,Amulet of baboon in act of adoration,1
2063,Amulet of cow-headed goddess with feathers atop disk and horns,1
1476,Amulet of fist with thumb thrust between first two fingers,1
2679,Amulet of ibis,1
2070,Amulet of kneeling cow wearing disk and feathers,1
1166,Amulet of serekh sign surmounted by archaic falcon,2
2069,Amulet of squatting baboon,1
5957,Amulet of the God Pataikos,1
4878,Amulet of the Head of Bes,1
5110,"Amulet of the Word ""Establish""",1
1935,Amulet of the goddess Hatmehyt,1
446,Amulet of winged scarab with falcon head,3
1168,Amulet probably depicting a benu bird,2
2065,Amulet showing  Anubis standing over mummy on bier,1
4034,Amulet with a Military Saint,1
514,Amulet with an Ankh and Two Was Scepters,3
5112,Amulet with the Throne Name of Amenhotep III,1
2026,"Amulet, Djed pillar",1
2381,"Amulet, Duamutef",1
1914,"Amulet, Falcon",1
5246,"Amulet, Head of an Apis Bull",1
5294,"Amulet, Heart with human head",1
1934,"Amulet, Horus falcon",1
1130,"Amulet, Isis, Horus",2
3717,"Amulet, Ptah",1
1944,"Amulet, Ptah on crocodiles",1
401,"Amulet, Taweret",4
1993,"Amulet, Wedjat eye",1
2559,"Amulet, cat",1
2205,"Amulet, crocodile",1
876,"Amulet, falcon pendant",2
1153,"Amulet, fish",2
2206,"Amulet, frog",1
2587,"Amulet, head fragment",1
2203,"Amulet, leg",1
3306,"Amulet, lion",1
754,"Amulet, sheet gold, bracelet",2
2161,"Amulet, vulture",1
5040,Amulet: A Young Prince Represented as the Child Horus,1
527,Amulet: Bes with tambourine,3
1689,Amulet: Cartouche of Amenhotep III,1
5243,Amulet: Cat with 3 Kittens,1
3685,Amulet: Crown of Lower Egypt,1
5271,Amulet: Crown of Upper Egypt,1
3467,Amulet: Figure of Taweret,1
5265,Amulet: Harpokrates,1
5132,Amulet: Hathor Head,1
5272,Amulet: Head of Sakhmet,1
1690,Amulet: Hes Vase,1
5050,Amulet: Horus falcon,1
5049,Amulet: Nehebkau,1
5051,Amulet: Pataikos astride crocodiles and with a scarab on his head,1
5257,Amulet: Squatting Baboon,1
323,Amulet: Taweret,5
5268,Amulet: Woman Playing Lyre,1
1851,Amulet: lion and bull back to back,1
2030,Amulet: plumes,1
5323,Amuletic Knot,1
4876,Amuletic aegis of Bastet or Sakhmet,1
5518,Amuletic figure,1
5955,Amulets and beads,1
5030,Amulets and string of beads,1
547,Amun,3
2312,Amun-Re,1
5930,An aegis of Isis,1
3734,"An ancient base asking blessings from Heka for the Scribe of the Library of Atum Pa-kap, son of the Prophet of Atum Pa-iry-kap and the mistress of the House Hr-ib-Wadjet",1
4837,Ancestor bust amulet,1
3136,Animal Figurine,1
927,Animal amulet,2
512,Animal figure,3
391,Animal figurine,4
1226,Animal head,1
2382,Animal-headed Rattle,1
3014,Animal-shaped Amulet Inscribed with a Blessing Related to Re,1
2580,Ankh Ring Fragment,1
2324,"Ankh, djed, was on neb basket",1
5208,Ankle with garment and sandal strap,1
4802,Ankle with selvage,1
4804,"Ankle with selvage of a garment, diagonal pleat above.",1
171,Anklet,8
1109,Anklet of Senebtisi,2
850,Anklet of Wah,2
1181,"Anklet, Reconstructed Using Claw Pendants and Barrel Beads",2
1924,"Anthropoid ""Stola"" Coffin",1
5792,Anthropoid Coffin of a Woman,1
3821,Anthropoid-coffin-form canopic container inscribed with the name of Duamutef,1
525,Anubis,3
3127,Anubis  supporting a large djed pillar,1
5848,Anubis Amulet,1
3867,Anubis Fetish,1
3997,Anubis amulet,1
5425,Anubis as Defender of Osiris,1
3996,Anubis head amulet,1
2320,Anubis with scepter,1
5245,Ape Amulet,1
2730,Ape figurine,1
347,Apis,4
1973,Apis Bull Figure,1
3445,Apis Bull Statuette,1
2192,Apis bull,1
1558,Apis figure inscribed for Padishernefer son of Khonsuirdis,1
2191,Apis with an inscription invoking Ptah for the benefit of Pasheryta[...] whose mother was Isetemhat,1
2186,"Apis, inscribed",1
3986,Apotropaic Wand,1
4361,Apotropaic rod,1
5942,Appliqu̩ with Bes flanked by figures of Taweret,1
5253,Arc Sistrum,1
4167,"Arch with Running Vines, Leaves, and Fruit",1
3697,Arched Harp,1
4459,Archer's wrist guard,1
3610,Architectural Drawing of a Garden,1
682,Architectural Inlay,2
1642,Architectural Ornament: Bunch of Grapes,1
3314,Architectural Ornament: Lotus Bud,1
4517,Architectural Relief with 'Nilotic' Motifs,1
1171,Arm,2
2297,Arm  with Aten cartouches,1
3634,Arm Panel From a Ceremonial Chair of Thutmose IV,1
4741,"Arm at shoulder, Aten cartouches",1
4808,Arm at wrist with Aten cartouches,1
1131,"Arm at wrist, Aten cartouches",2
4809,"Arm at wrist, leg at knee",1
538,Arm fragment,3
3191,Arm of a Female Figure,1
3812,Arm of life-size statue,1
4790,Arm or leg,1
4807,Arm or leg  with prominent long bone,1
4813,Arm with Aten cartouche,1
4744,Arm with Aten cartouches,1
4737,Arm with Aten cartouches belonging with 21.9.431,1
4742,"Arm with garment, Aten cartouche",1
4690,"Arm with garment, Aten cartouches",1
4814,"Arm, empty cartouches",1
4795,"Arm, forearm",1
4792,"Arm, left shoulder with Aten cartouche",1
4791,"Arm, outside shoulder with Aten cartouche",1
4743,"Arm, outside shoulder, Aten cartouches",1
4691,"Arm, with garment, Aten cartouche",1
1198,Armlet,2
653,Armlet of Amenhotep,2
5726,Armlet of Neferkhawet,1
1974,Armor Scales,1
1961,Armor scale,1
332,Arrow,4
2760,Arrow fragment,1
309,Arrow or Javelin Point of Neferkhawet,5
759,Arrow tip,2
3342,Arrow with a broken shaft and composite stone tip,1
118,Arrow with composite stone tip,12
89,Arrowhead,14
5354,Artist's Gridded Sketch of Senenmut,1
5451,Artist's Painting of a Hippopotamus,1
3490,Artist's Scaled Drawing of Hieroglyphs,1
5949,Artist's Sketch of Ramesses IV,1
3680,Artist's Sketch of a Horse,1
5785,Artist's Sketch of a Sparrow,1
2749,Artist's Sketch of three mummies,1
3541,"Artist's Sketches of  Senenmut, sketch of small rodent on opposite sie",1
5728,Artists Sketch of Flute Player,1
336,Aryballos,4
2562,Aryballos  in the form of a cock,1
838,Aryballos  in the form of a hedgehog,2
2039,Aryballos  in the form of hedgehog,1
2563,Aryballos  in the shape of a hedgehog,1
1997,Aryballos  with pseudo-cartouche,1
5148,Aryballos  with trefoil opening,1
1996,Aryballos  with two registers of animals,1
5240,"Aryballos with the name Wahibre, probably in this instance refering to Apries",1
1775,Astronomical papyrus fragments with a representation of the planet Saturn,1
5953,Aten cartouche for jewelry,1
5866,Attachment in the form of the head of a goddess wearing the double crown,1
2183,Atum as a human-headed cobra surmounting a box for an animal mummy,1
2584,Atypical Levallois Point,1
238,Ax,6
5394,"Ax From a Foundation Deposit, Hatshepsut's Temple",1
796,Ax blade,2
755,Ax handle,2
522,Ax head,3
3641,Ax head inscribed for Khumeh with two baboons and a papyrus column,1
3640,Ax head with cynocephalus,1
3642,Ax head with monkey figure,1
3639,Ax head with two bulls,1
3054,Axe,1
2045,Ba Bird Amulet,1
3293,Ba Bird Pendant,1
1928,Ba amulet,1
998,Ba bird,2
2207,Ba-Bird Amulet,1
3958,Ba-bird,1
749,Ba-bird amulet,2
235,Baboon,6
2544,Baboon  Amulet,1
598,Baboon Amulet,3
2836,Baboon Figurine,1
860,Baboon figurine,2
4210,Baboon holding an inscribed stela dedicated to Iretherukhef,1
3722,Baboon with a wedjat eye,1
4694,Back of Nefertiti,1
4769,Back of shoulder with shawl,1
4725,"Back pillar , Aten cartouches",1
4685,Back pillar of Torso with Aten cartouches,1
5233,Back pillar of Torso with titles and cartouche of Akhenaten,1
4036,Bag,1
2656,Bag of Natron from Tutankhamun's Embalming Cache,1
4379,Bag-shaped Jar,1
2509,Bag-shaped jar with ridged neck,1
2535,Bakers and Brewers from Meketre's Model Bakery and Brewery,1
5400,Baki's Razor-Knife,1
4202,Bald-headed Man Wearing Gold Collars,1
3991,Ball,1
5721,Ball Bead with Name of Hatshepsut,1
230,Ball bead,6
2424,Ball of Mud with Seven Seal Impressions of Amenhotep III,1
2242,Ball of thread,1
1696,Ball of weaving thread,1
2243,Ball of wool,1
3739,"Ball-Playing Ceremony: the king before a goddess, possibly Hathor",1
4756,Balustrade endpost,1
443,Balustrade fragment,3
2271,Balustrade fragment with cartouche of Nefertiti,1
2264,Balustrade fragment with cartouches of the Aten,1
4992,Balustrade fragment with the cartouches of the Aten and Akhenaten,1
4757,Balustrade newel post,1
18,Band,60
51,Band Fragment,25
4304,Band Fragment with Mask and Lotus Flowers,1
4309,Band with Cross and Short-legged Aquatic Birds,1
4266,Band with Figures,1
4323,Band with Vegetal Motif,1
4277,Band with Vegetal Ornament,1
4275,Band with Vine Scroll,1
1940,"Banebdjed, depicted with four ram heads",1
343,Bangle,4
2392,Barque Sphinx,1
2657,Barrel bead,1
3240,Base Fragment of a Dish of Polychrome Mosaic Glass,1
5772,Base of Osiris Figure of Hatnefer,1
2144,Base of a situla,1
2907,Base of round bottomed Cypriot juglet,1
421,Basin,4
2684,Basin fragment with the name of Apries,1
1698,"Basin, from basin and ewer set",1
191,Basket,8
5321,Basket Vessel,1
3837,Basket and lid,1
2539,Basket and toilet articles,1
1553,Basket with Lid,1
5002,"Basket, divided to hold three bottles",1
896,Bastet,2
1919,Bastet Amulet,1
2565,Bastet Hieroglyph Amulet,1
3724,Bastet amulet,1
1477,Bastet holding aegis and basket,1
2089,Bastet holding an aegis,1
3745,Bastet holding sistrum,1
3688,Bastet on a throne decorated with the decans,1
2846,Bastet statuette,1
2321,"Bastet with Nefertum figure, sistrum, and basket",1
2082,Bastet with lion-headed aegis and basket,1
5264,Bat,1
1263,Bat Amulet,1
3825,Bat Amulet of Hapiankhtifi,1
2894,Bat amulet,1
5891,Battle Ax of Baki,1
4458,Battle-ax,1
75,Bead,17
5660,Bead Cap for a Menat Necklace,1
1424,Bead Inscribed Nefertari,1
2164,Bead Inscribed for the God's Wife Nefertari,1
1417,Bead Inscribed for the King's Wife Nefertari,1
1421,Bead Inscribed with the Name Nefertari,1
1868,Bead Inscribed with the Name of Queen Merytamun,1
3891,Bead Naming Queen Ahhotep,1
802,Bead Plaque,2
2232,Bead Plaque of Ramesses II,1
5307,Bead Shroud of Tabakenkhonsu,1
3461,Bead anklet,1
3478,Bead bracelet or anklet,1
1616,Bead from a Necklace,1
3161,Bead in form of a head of a leopard,1
207,Bead in the Form of a Bunch of Grapes,7
1413,Bead in the Form of a Cornflower,1
2502,Bead in the Form of a Date,1
1415,Bead in the Form of a Leaf,1
383,Bead in the Form of a Lotus Petal,4
438,Bead in the Form of a Lotus Sepal,3
1687,Bead in the Form of a Mandrake Fruit,1
1685,Bead in the Form of a Persea Fruit,1
1416,Bead in the Form of a daisy,1
1395,Bead of three parallel tubes,1
4064,Bead or Spindle Whorl,1
3211,Bead or amulet,1
3823,Bead ornament of Hapiankhtifi,1
4255,Bead with Royal Name,1
2821,Bead with a jackal,1
1636,Bead with face canes,1
2811,Bead with figure,1
542,Bead with figure of Harpokrates,3
2810,Bead with figure of a goddes,1
835,Bead with openwork design,2
3585,Bead with the Name of King Iaib Wahibre,1
2996,Bead with the name of Amenemhat II,1
3001,Bead with the name of Amenemhat III,1
827,"Bead, Hathor head",2
2658,"Bead, figurine , Hathor",1
2345,"Bead, openwork",1
721,Beaded Armlet,2
853,Beaded Bracelet,2
1482,Beaded Cuff Bracelet,1
393,Beaded Penannular Earring,4
142,Beads,9
2718,Beads and pendants,1
2577,"Beads, imitation",1
672,"Beads, string",2
2533,Beadwork apron of Senebtisi,1
1027,Beaker,2
2149,Beard for a statue,1
5315,Beard from a large statue,1
2152,Beard from a statuette,1
1593,Beater-In for a Loom,1
5068,Bed,1
5093,Bell,1
5105,Bell in the form of Bes,1
5138,Bell with head of a bovine wearing a yoke ending in uraei,1
5137,"Bell with heads of a ram, a jackal, and a bovine wearing a yoke ending in uraei",1
5639,Belt,1
2532,Belt of beadwork apron of Senebtisi,1
684,Belt with Aten cartouche from Akhenaten prostrate,2
3526,Bench End-Panel from a shelf support in the Palace of Amenhotep III-Fruit Stand,1
3527,Bench Side-Panel Depicting a Calf in the Marshes,1
1796,Bent right forearm with garment pleats,1
4452,Bent stave,1
2308,Bes,1
206,Bes Amulet,7
1752,Bes Mold,1
1402,Bes Plaque,1
126,Bes amulet,11
2136,Bes carrying a ram over his shoulders,1
2080,Bes on a column holding a knife,1
1562,"Bes standing on a papyriform capital, Beset on opposite side",1
5823,Bes with Worshiper,1
2137,Bes with a tambourine,1
1807,Bes with child on finial,1
5833,Bes-Image Amulet,1
5369,Bes-image,1
5865,Bes-image of the god Hor-Asha-Khet,1
5235,Bezel of a ring of Nefertari,1
4152,Bi-folium from  a Qur'an Manuscript,1
2217,Biconical alabastron with zones of bichrome decoration,1
114,"Biface, commonly referred to as a hand ax",12
225,Bifacial Knife,6
357,Bifacial Sickle Insert,4
631,Bifacial Tool,3
619,Bifacial knife with handle,3
848,Big Daisy Mold,2
5225,Big toe,1
2496,Bilingual Coptic-Arabic Psalm,1
3569,Bilingual Cylinder Seal,1
2801,Bird Amulet,1
3776,Bird shaped vase,1
3995,Birds in a cage and offering bearers,1
5322,Bivalve-shaped Stone,1
1054,Black Incised Ware Bowl,2
2746,Black ware jar with pointed base,1
601,Black-topped Red Ware Beaker,3
1000,Black-topped Red Ware Jar,2
584,Black-topped red ware beaker,3
2737,Black-topped red ware bowl,1
1489,Black-topped red ware cylindrical jar,1
161,Black-topped red ware jar,8
5619,Black-topped red ware jar with a climbing animal,1
516,Blade,3
875,Blade for a Model Axe from a Foundation Deposit,2
5783,Blade for a Model Chisel from a Foundation Deposit,1
872,Blade for a Model Saw from a Foundation Deposit,2
2940,Blank sheet of papyrus,1
576,Blazon,3
4632,Block Inscribed with Graffiti,1
4920,Block Statue of Ankhwennefer,1
4892,Block Statue of Nedjem,1
5466,"Block Statue of Neskhemenyu, son of Kapefha",1
5465,"Block Statue of Nespamedu, son of Paiunhor and Tanethut",1
5467,Block Statue of Porter Amenemhat,1
4926,"Block Statue of the God's Father Pameniuwedja, son of Nesmin and Nestefnut",1
3792,"Block Statue of the Scribe of Divine Offerings, Tjaenwaset, son of Harsiese",1
2266,Block fragment inscribed with epithets of the king,1
5229,Block fragment with cartouche of Akhenaten,1
5219,Block fragment with cartouche of Nefertiti,1
5197,Block fragment with the cartouche of Nefertiti,1
3656,Block from a Relief Depicting a Battle,1
4024,Block from an Arch with Running Rosette Medallions,1
4028,Block from an Arch with a Cross,1
4025,Block from an Arch with a Rosette,1
4026,Block from an Arch with a Rosette Medallion,1
1028,Block of Relief,2
5649,Block of Wood,1
1232,Block of relief,1
3774,Block statue of Minhotep,1
1650,Block with cartouche of Alexander the Great or his son Alexander IV of Macedon,1
4578,Block-printed Talismanic Circular Leaf,1
5664,Blue Kerchief from Tutankhamun's Embalming Cache,1
3315,Blue Lotus Petal Bead,1
4322,Blue Sleeve Fragment,1
737,Blue crown from head of Akhenaten,2
845,Blue-Painted Dish from Malqata,2
3529,Blue-Painted Ibex Amphora from Malqata,1
4882,Blue-Painted Jar Fragment With Molded Decoration from Malqata,1
4995,Blue-Painted Jar Fragment from Malqata,1
426,Blue-Painted Jar from Malqata,4
296,Blue-painted Jar from Malqata,5
4884,Blue-painted Jar from Malqata with Hathor Emblem,1
3765,Blue-painted Storage jar,1
1886,Blue-painted ware vase,1
2631,Blunt Pile and Shaft of a Javelin,1
572,Blunt Tipped Arrow,3
2703,Boat inlay,1
921,Boat-shaped earrings with filagree and granule decoration,2
922,Boat-shaped earrings with filigree and granule decoration,2
5633,Boat-shaped palette,1
4767,Body  with garment gathers,1
4766,"Body  with garment, pleated",1
1103,"Body  with garment, pleating",2
3274,Body Fragment of Vase with Mosaic Pattern in Purple and White,1
3273,Body Fragment of a Glass Vase,1
3110,Body Fragment of a Glass Vase with Festoon Decoration,1
4797,"Body fragment , perhaps legs at groin.",1
2142,Body fragment from a situla,1
4692,Body fragment of Nefertiti,1
2279,Body fragment with garment pleats,1
3430,Body of a sphinx,1
2906,Body sherd,1
1070,Body with garment,2
4746,"Body with garment and shawl fringe, pleating",1
376,"Body with garment, pleating",4
4806,"Body with garment, pleats",1
4796,"Body with garment, shawl pleating, fringe",1
4788,Body with kilt gathers,1
5200,Body with pleated garment,1
4706,Body with pleated garment and edge of sash,1
4739,"Body, miscellaneous part, Aten cartouche",1
4688,"Body, with pleated garment",1
5509,Bone comb with an antelope,1
5934,Book of the Dead for the Chantress of Amun Nauny,1
2420,Book of the Dead of Khamhor,1
1732,"Book of the Dead of the Priest of Horus, Imhotep",1
1830,"Book of the Dead, fragments chapters 23 and 26",1
1832,"Book of the Dead, fragments of chapters 23 and 26",1
4124,Bookbinding,1
1151,Boomerang,2
952,Boot,2
4021,Boss,1
38,Bottle,31
5377,Bottle and lid naming Thutmose III,1
3417,Bottle in the Form of a Pomegranate,1
3719,Bottle in the Shape of a Pomegranate,1
4160,Bottle with Cut Design,1
5439,"Bottle with stopper and suspension ring, possibly intended for unguent",1
5062,"Bottle, votive",1
1074,Bottle-necked jar,2
5130,Bottom of Kohl Tube,1
5814,Bound Asiatic Captive,1
187,Bow,8
4428,Bow harp,1
3190,Bow tip,1
21,Bowl,52
3328,Bowl Containing Resin and Butter,1
3661,Bowl Decorated with Marsh Scenes,1
4116,Bowl Depicting a Running Hare,1
1022,Bowl fragment,2
5514,Bowl in the form of a turtle,1
5776,Bowl of Barley,1
856,Bowl of Dates,2
2685,Bowl of Fat,1
689,Bowl of Figs,2
5769,Bowl of Grapes,1
5730,Bowl of Grapes and Figs,1
819,Bowl of Jujube Berries,2
5732,Bowl of Jujube Berries and Sand,1
5731,Bowl of Jujubes,1
5777,Bowl of Nebekh Fruit,1
5655,Bowl of Raisins,1
4887,Bowl of Rennefer,1
2662,Bowl of Sand,1
1021,Bowl sherd,2
2172,Bowl used as lid,1
4121,Bowl with Griffin,1
5515,Bowl with Human Feet,1
1849,Bowl with Painted Decoration,1
2788,Bowl with a bull,1
5146,"Bowl with acorn bosses at shoulder, lotus pattern beneath, and rosette on bottom, and with inscribed weight",1
5143,Bowl with bosses and lotus pattern and demotic weight on rim,1
5142,Bowl with bosses and petals,1
2055,Bowl with everted rim,1
4219,Bowl with fish and lotuses,1
1485,Bowl with flattened rim,1
5136,Bowl with flutes f rom shoulder to rosette at base,1
5144,Bowl with flutes from shoulder to rosette at base and with inscribed weight,1
5038,Bowl with stones and carnelian bead,1
914,Box,2
5067,Box Coffin and Rope,1
5567,Box Fragment Illustrating a Royal Servant,1
2184,"Box for an animal mummy surmounted by a coiled, rearing snake",1
2190,Box for animal mummy,1
2708,"Box for animal mummy surmounted by a cat, inscribed",1
1069,Box inlay with a geometric pattern,2
2519,Box with Metal Mounts,1
2947,"Box, cosmetic",1
1604,"Box, lid",1
2160,"Box, mouse",1
5147,Box-form ornament with granulation,1
5140,Box-form ornament with granulation and filagree,1
29,Bracelet,38
317,Bracelet  Fragment,5
1051,Bracelet  fragments,2
3554,Bracelet Fragment with the Throne Name of Amenhotep III,1
2895,Bracelet fragment,1
1927,Bracelet fragments,1
681,Bracelet from mummy of Satsebek,2
3488,Bracelet of Hepy,1
1110,Bracelet of Senebtisi,2
823,Bracelet of Wah,2
3176,Bracelet of beads strung on fiber,1
1261,Bracelet of cylindrical beads,1
267,Bracelet or armlet with uraei,5
5629,"Bracelet with Agathodaimon, Isis-Tyche, Aphrodite, and Thermouthis",1
4042,Bracelet with Holy Figures,1
5879,Bracelet with sliding clasp,1
5875,"Bracelet with sliding clasp, perhaps for a child",1
1009,Bracelet with two uraei,2
2472,Bracelets and Anklets of Senebtisi,1
780,Bracelets or Anklets of Neferkhawet,2
738,Braid of Hair and Linen,2
3762,Braided chain with intricate openwork medallion at the clasp and a gold Bes pendant,1
5671,Brazier from the Burial of Amenhotep,1
4176,Brazier of Rasulid Sultan al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar,1
400,Bread,4
329,Bread Seal,4
4798,Breast  with pleating and shawl fringe,1
4777,"Breast with shawl, Aten cartouche",1
5364,Brick Mold from a Foundation Deposit for Hatshepsut's Temple,1
3203,Brick Stamped with a Circular Seal,1
2671,Brick Stamped with the Cone Seal of Pasanesut,1
3204,Brick Stamped with the Name and Titles of Min,1
2253,Brick mold,1
1305,Brick of the Scribe Nebamun,1
5027,Brick stamped with the Names of Amenhotep III,1
1795,"Brick, Amenhotep II",1
3730,"Brick, glazed",1
640,Broad Anklet of Sithathoryunet,2
812,Broad Bracelet of Sithathoryunet,2
4872,Broad Collar,1
2849,Broad Collar Terminal with the Cartouche of Nebmaatre,1
4444,Broad Collar of Wah,1
286,Broad Collar piece,5
541,Broad Collar spacer,3
5904,Broad Collar with Falcon-Head Terminals,1
200,Broad collar,7
1984,Broad collar of Nefer Amulets,1
4480,Broad collar of Senebtisi,1
2858,Broad collar spacer,1
482,Broad collar terminal,3
2673,Broken rhomboid palette,1
2158,Bronze askos  in the form of a goatskin,1
1963,Brush,1
2531,Buckle  for beadwork apron,1
179,Bucranium,8
4446,Builder's reel and cord,1
4559,Building Complex,1
2214,Bull,1
4839,Bull Amulet,1
3707,Bull amulet,1
2310,Bull's head,1
5710,Bull's-Head Weight of 2 Deben,1
3753,Bunch of grapes,1
3754,Bundle of Four Kohl Tubes,1
397,Bundle of Hair Extensions,4
2624,Bundle of Model Mats from the Foundation Deposit for Hatshepsut's Tomb,1
3556,Burial chamber of Sobekmose,1
5961,Bust from Statue of a King,1
5065,Bust of Alexander,1
3960,Bust of King Amenemhat III,1
4845,Bust of a Naophorous Statue,1
3933,Bust of a Revered Person,1
5123,Bust of a priestly figure,1
5120,Bust of a royal figure with downward-hanging snake,1
1942,Bust of an Administrator of the Domain of Neith,1
2886,Bust of upper part of man,1
3189,Butt end of arrow,1
349,Butterfly amulet,4
958,Button Seal,2
1031,Button or Bead or Spindle Whorl,2
305,Button or Spindle Whorl,5
2344,Button seal,1
2926,Button seal with the cartouches of Senwosret III,1
2919,Button-shaped seal,1
991,Calf's Head Amulet,2
3834,Calf's head,1
4563,Calligraphic Fragment,1
4581,Calligraphic Papyrus Fragments,1
1949,Camel Rider,1
5418,Cameo fragment from a kantharos  with an Egyptianizing scene,1
3551,Canaanite Scarab Showing a Prostrate Man under Two Cobras and a Scarab,1
5539,Canaanite-Type Dish with Ram Protomes,1
4175,Candlestick,1
4117,Candlestick Base,1
1043,Candlesticks,2
2073,"Cane, cow-headed serpent",1
1780,Canopic Box,1
3074,Canopic Chest Fragment,1
324,Canopic Chest Lid Fragment,5
3647,Canopic Chest of Khonsu,1
3714,Canopic Chest of Senbi,1
3325,Canopic Coffin in the Form of Duamutef,1
3324,Canopic Coffin in the Form of Imsety,1
3326,Canopic Coffin in the form of Hapy,1
5299,Canopic Coffin in the form of Qebehsenuef,1
3605,Canopic Jar,1
3606,Canopic Jar  with a Lid Depicting a Queen,1
3629,Canopic Jar Lid,1
