,Unique Values,Count
47,Late Dynastic intrusive burials,13
27,Lower Cemetery area,20
36,"Lunette, 2nd chamber",16
90,"Lunette, North door",7
681,"Lunette, north door",1
680,"Lunette, second chamber",1
400,Magazines,1
66,Mariette D3,9
615,Mastaba G2374,1
399,Mastaba G4813,1
370,Mastaba G5230,2
609,Mastaba G7560,1
473,Mastaba G7760,1
462,Mastaba of Kaemheset,1
20,Mummy,33
159,Mummy chamber,4
349,Mummy of Hatnefer,2
794,"Mummy of Hatnefer, little finger left hand",1
804,"Mummy of Hatnefer, middle finger left hand",1
456,"Mummy of Hatnefer, tied to left thumb",1
466,"Mummy of Hatnefer, underside of left forearm",1
467,Mummy of Meritamun,1
366,Mummy of Nauny,2
830,Mummy of Ramesses III,1
506,Mummy of Wah,1
878,Mummy's body,1
670,"Mummy, back of right hand",1
197,"Mummy, bandages at neck",4
631,"Mummy, in left palm",1
728,"Mummy, in left palm near index finger",1
835,"Mummy, in wrappings on chest",1
669,"Mummy, on chest over sternum",1
328,"Mummy, over crossed wrists",2
515,"Mummy, under sheet 40.3.203t",1
120,NRT III,5
520,Naville's dump,1
290,"Necropolis Cliff tomb, Medjdeni",2
472,North Chamber,1
870,"North Colonnade, Pit 5",1
246,"North Triangular Court, Pit 23",3
535,"North Triangular Court, Pit 26",1
536,"North Triangular Court, Pit 29",1
532,"North Triangular Court, Pit 5",1
346,North side,2
533,North side or west magazine,1
210,Not from Nespakashuty,3
338,On Floor in Southwest Corner,2
138,On surface near tomb,5
23,Petrie Tomb 50,28
111,Pit,6
102,Pit 1,6
209,"Pit 1, Burial of Pakherenkhonsu",3
392,Pit 1013,1
196,Pit 11,4
319,Pit 1103,2
801,Pit 15,1
559,Pit 18,1
105,"Pit 18, mummy of Myt",6
549,"Pit 18, outer coffin of Myt",1
171,Pit 2,4
844,"Pit 2 , upper chamber",1
420,Pit 219,1
611,Pit 23,1
452,"Pit 23 , found on body",1
548,"Pit 23 , on body",1
595,Pit 23 and Pit 8,1
530,"Pit 24, on ankle among bandages",1
494,Pit 28,1
129,"Pit 29, chamber A",5
103,"Pit 3, Burial chamber of owner",6
92,"Pit 3, Burial of Hepy",7
140,"Pit 3, Burial of Hepy, in front of blocking wall",5
67,"Pit 3, Burial of Hepy, scattered in front of blocking wall",9
486,Pit 300,1
813,Pit 304,1
758,Pit 305,1
352,Pit 307,2
257,Pit 308,3
767,Pit 312-321,1
590,Pit 324,1
110,Pit 330,6
212,Pit 333,3
418,Pit 334,1
297,Pit 337,2
300,Pit 339,2
350,Pit 34,2
298,Pit 340,2
588,Pit 341,1
592,Pit 348,1
416,Pit 355,1
434,Pit 356 Chamber C,1
85,Pit 361-369,8
249,Pit 367,3
432,Pit 368,1
220,Pit 378,3
782,Pit 379,1
381,Pit 381,2
414,Pit 386,1
192,Pit 391,4
431,"Pit 405, with body A",1
803,"Pit 412, debris above burial chamber",1
412,Pit 414,1
587,Pit 417,1
253,Pit 425,3
586,Pit 427,1
122,"Pit 428, north chamber",5
299,Pit 436,2
591,Pit 439,1
827,Pit 44,1
360,Pit 444,2
435,Pit 449,1
855,"Pit 449, debris just outside pit",1
301,Pit 451,2
53,Pit 453,11
356,Pit 456-457,2
786,Pit 460,1
58,Pit 465,11
302,Pit 466,2
429,Pit 467,1
151,Pit 468,4
439,Pit 47,1
584,Pit 473,1
137,Pit 475,5
373,Pit 477,2
428,Pit 478,1
859,Pit 480,1
777,Pit 485,1
254,Pit 486,3
426,Pit 487,1
87,Pit 495,7
369,Pit 497,2
378,Pit 499,2
474,Pit 500,1
872,"Pit 503 chamber G, possible tomb robber's lamp",1
868,"Pit 503, chamber D",1
814,Pit 504,1
818,"Pit 513, lowest south chamber",1
579,Pit 518,1
578,Pit 526  from chamber,1
837,Pit 536,1
826,Pit 547,1
876,Pit 551,1
783,"Pit 555, north chamber",1
833,Pit 603,1
198,Pit 607,3
583,Pit 608,1
825,Pit 614,1
763,"Pit 614, reused as lining",1
582,Pit 619,1
581,Pit 625,1
831,Pit 628,1
580,Pit 698,1
86,Pit 6L.P13,7
229,Pit 6L.P17,3
552,Pit 6L.P19,1
358,Pit 6L.P2,2
468,Pit 6L.P3,1
488,Pit 6L.P8,1
152,Pit 7,4
840,"Pit 707, pit and north chamber",1
377,"Pit 712, south chamber",2
832,"Pit 723, north chamber",1
846,"Pit 723, south chamber",1
593,Pit 724,1
424,Pit 736,1
247,Pit 751,3
778,Pit 752,1
337,Pit 754,2
497,Pit 756 lower north chamber,1
836,"Pit 756, upper east chamber C",1
479,Pit 757,1
26,"Pit 763, burial of Senebtisi",22
572,"Pit 771, fill",1
411,Pit 774,1
351,Pit 8,2
139,Pit 805,5
684,"Pit 805, chamber upper levels",1
423,Pit 806,1
678,"Pit 808, south upper chamber",1
657,Pit 809,1
688,"Pit 809, pit filling and chamber",1
575,Pit 819,1
574,"Pit 821, north chamber",1
600,"Pit 830, beneath right hand of mummy",1
417,"Pit 830, fill of pit near top",1
551,Pit 840,1
304,Pit 843,2
753,Pit 847,1
415,Pit 857,1
647,Pit 879,1
571,Pit 880,1
188,Pit 883,4
28,Pit 884,19
633,Pit 884 or 883,1
39,Pit 885,15
677,Pit 892 or 375,1
664,Pit 894,1
89,Pit 898,7
729,Pit 904,1
252,Pit 907,3
695,Pit 919,1
796,Pit 963,1
749,Pit 964,1
850,Pit 983,1
231,Pit 995,3
425,Pit 996,1
562,Pit 997,1
641,"Pit D, Burial 52",1
558,"Pit I, Sector I, south wall",1
401,Pit of many chambers,1
10,Pit outside southern wall,89
682,Pit south of the pond,1
676,Private House B,1
38,Private apartments,16
55,Ptolemaic radim,11
216,"Ptolemaic tomb, cache of statues of Ihy",3
622,Pyramid,1
528,Pyramid core,1
500,"Pyramid, between core blocks, north side",1
183,Radim,4
838,Radim C x Near Pit 1 Superstructures,1
181,Radim C x Near Tomb R 2,4
798,"Reburial of Meritamun, mummy, layer 1",1
603,"Reburial of Meritamun, mummy, layer G",1
829,Roman Buria XXXIXB,1
448,Roman Burial XLIA,1
471,Roman Burial XXIII,1
666,Roman Burial XXIV,1
597,Roman burial,1
164,Roman burial XXI,4
667,Roman burial XXIV,1
848,Room E,1
791,"Room Y, Pit VIII",1
795,Rubbish Mounds,1
99,S. magazines to W.,6
686,Sanctuary,1
771,"Sanctuary, south wall",1
531,Sculptured Corridor,1
819,Second Pylon,1
336,Serdab,2
475,Shaft 5301,1
775,Shrine of Queen Henhenet,1
202,Shrines of the royal women,3
371,Silo 143,2
320,Silo 165,2
503,Silo 166,1
345,Sloping passage,2
291,"South Triangular Court, Pit 13",2
173,South Village,4
487,South lower colonnade,1
790,South of Ezbet Basili,1
817,South panel of axis near entrance,1
316,"Southern rubbish mound, west magazine",2
457,"Southwest corner of enclosure, debris at corner of empty cut perhaps for a burial",1
710,Superstructure 1,1
430,Superstructure 1 or 2,1
465,Surface burial 1,1
143,Surface burial 34-37,5
489,Surface burial 40,1
379,Surface burial 55,2
303,Surface burial 787,2
703,Surface burial 951,1
478,"Surface burial, in basket",1
519,Tafl depression,1
382,"Temple area, debris",2
421,Temple deposit,1
687,Throne room,1
243,Thrown out of grave,3
410,To S. and W. of Room 1,1
654,Tomb 105,1
726,Tomb 106,1
286,Tomb 107,2
107,Tomb 124,6
272,Tomb 17,2
288,Tomb 19,2
433,Tomb 193,1
438,Tomb 20,1
607,Tomb 2050,1
652,Tomb 21,1
736,Tomb 23,1
127,Tomb 2322,5
816,Tomb 262,1
744,Tomb 29,1
617,Tomb 30,1
293,Tomb 3083,2
740,Tomb 3094,1
335,Tomb 3107,2
565,"Tomb 3107, Mummy, from neck",1
738,"Tomb 3107, Mummy, left ankle",1
751,Tomb 32,1
450,Tomb 329,1
619,Tomb 34,1
743,Tomb 36,1
745,Tomb 37,1
283,Tomb 38,2
750,Tomb 4,1
742,Tomb 40,1
52,Tomb 414,11
268,Tomb 44,2
154,Tomb 45,4
618,Tomb 47,1
323,Tomb 5100,2
405,Tomb 5102,1
407,Tomb 5107,1
406,Tomb 5111,1
690,Tomb 58,1
287,Tomb 6,2
305,Tomb 6001,2
240,"Tomb 6001 of Tjeteti, Serdab",3
802,Tomb 6003,1
284,Tomb 68,2
324,Tomb 72,2
737,Tomb 81,1
797,"Tomb 954, chamber E",1
482,Tomb 965,1
747,Tomb B146,1
788,Tomb B150,1
441,Tomb B186,1
616,Tomb B250,1
655,Tomb B32,1
689,Tomb B7,1
620,Tomb B97,1
476,Tomb C87,1
649,Tomb D14 E,1
117,Tomb D33,6
495,Tomb D76,1
841,Tomb D9,1
195,Tomb D99,4
153,Tomb G6,4
255,Tomb H 107,3
499,Tomb H 115,1
752,Tomb H 85,1
440,Tomb H 9,1
723,Tomb H128,1
741,Tomb H129,1
504,Tomb H18,1
624,Tomb H39,1
545,"Tomb I, Pit B",1
46,Tomb M12,13
150,Tomb M14,4
334,Tomb MMA 1151,2
493,Tomb MMA 206,1
389,"Tomb MMA 710, pit",1
820,Tomb MMA 741,1
596,"Tomb QS 915, west wall",1
623,Tomb R11A,1
477,Tomb R152e,1
656,Tomb R18A,1
621,Tomb R215,1
746,Tomb R40H,1
289,"Tomb U277, U325, or U344",2
25,Tomb V21,25
875,Tomb W51,1
877,Tomb Y164,1
605,Tomb Y351,1
553,Tomb b189,1
281,Tomb complex of Aha,2
727,Tomb of Aha,1
130,Tomb of Bakenrenef,5
276,Tomb of Den,2
344,"Tomb of Den, near",2
24,Tomb of Djer,27
540,"Tomb of Kaemsenu, west wall of cult chapel",1
41,Tomb of Khasekhemui,15
793,"Tomb of Khentika, Shaft B",1
81,Tomb of Meseh,8
206,"Tomb of Meseh , burial chamber",3
561,"Tomb of Meseh , chapel",1
282,Tomb of Peribsen,2
730,Tomb of Qaa,1
104,Tomb of Tjanenhebu,6
569,Tomb of Tjeteti,1
121,Tomb of Tjetji,5
613,Tomb v 21,1
398,Tomb v21,1
18,Undetermined,44
570,Valley Temple: Sculptor's workshop,1
692,"West Chapel A, debris",1
9,West Villa B,99
13,West magazine,68
207,West magazines,3
660,Western Harim Wardrobe Room,1
543,Wests Villa B,1
674,Women's quarters,1
542,above the entrance to a plunderers' shaft,1
201,among intrusive burials,3
44,ancient cache,14
413,basket found in corridor,1
550,beside face of mummy,1
734,beside feet of mummy,1
404,between tomb and south enclosure wall,1
638,body of Reniseneb,1
217,bottom of west wall of outer hall,3
839,"burial 1, in coffin",1
75,"burial 1, on mummy",8
538,burial 16,1
277,"burial 16, inside large round basket",2
185,"burial 16, inside oval basket",4
461,"burial 16, inside small basket",1
119,burial 2,5
71,"burial 2, in basket",9
163,"burial 2, in box",4
325,"burial 2, mummy, 3rd finger of left hand",2
640,"burial 21, third finger of man's left hand",1
279,burial 24,2
261,"burial 24, inside coffin",2
637,burial 31,1
454,"burial 36, inside coffin",1
451,"burial 37, inside coffin",1
200,burial 83,3
271,burial chamber,2
849,"burial of Amenhotep, Brazier F",1
823,"burial of Amenhotep, Pot D",1
822,"burial of Amenhotep, Pot G",1
821,"burial of Amenhotep, Pot I",1
862,"burial of Amenhotep, inside coffin near foot",1
824,"burial of Amenhotep, ring finger of left hand",1
419,"burial of Reniseneb, back of mummy",1
784,"burial of Reniseneb, on chest of mummy",1
857,burial of Singer Harmose,1
215,"burial of Singer Harmose, at left side of coffin",3
858,"burial of Singer Harmose, inside coffin",1
485,burial shaft,1
556,cartonnage of mummy 69,1
251,chamber inside the south enclosure wall,3
333,chapel,2
189,coffin III,4
866,"coffin III, burial 1a, hands",1
285,"coffin III, burial 1b, hands",2
864,"coffin III, burial 1b, wrist",1
630,"coffin III, burial 2, left hand",1
852,"coffin III, burial 2, pelvis",1
162,"coffin III, inside kohl jar c",4
865,"coffin III, loose on floor",1
32,"coffin IV, burial 1",18
274,corridor,2
393,court,1
42,courtyard,15
84,courtyard and nearby,8
83,courtyard rubbish,8
815,cut in the rock face on the south side near the mouth of the north branch,1
5,debris,184
807,debris 5 m west of enclosure wall,1
702,debris around tomb,1
627,debris near the entrance,1
203,debris west,3
49,deposit of bows and arrows,12
54,deposit of hunting weapons,11
490,east of Dagi,1
661,edge of the valley bed below first small hillock,1
96,embalming cache,7
245,"enclosure, southern part",3
716,facade corridor,1
57,factories,11
650,first corridor,1
842,first corridor near entrance,1
2,"first corridor, burial of Nauny",297
691,"first corridor, inside Osiris figure",1
427,"first corridor, on top of large oval basket",1
739,floor of burial chamber,1
62,forecourt,10
445,forecourts,1
634,found in debris during clearance,1
269,foundation,2
35,foundation deposit,17
470,foundation deposit in the axis of the temple,1
534,foundation deposit of Apries,1
339,"foundation deposit, SE corner",2
521,from body no. 11,1
526,from body no. 18,1
234,from body no. 20,3
524,from body no. 23,1
525,from body no. 24,1
233,from body no. 4,3
522,from body no. 7,1
560,from body no.15,1
314,grave 36,2
177,higher up the valley than 22.3.22,4
646,huts between temple causeways,1
309,in coffin,2
387,in corridor,1
237,in front of,3
880,in front of chamber 3 west,1
754,in front of tomb,1
854,in hole,1
436,in hole bored in top of mastaba wall,1
869,in radim near the Burial of Amenhotep,1
275,in rubbish at mouth of pit,2
266,in rubbish in pit,2
294,in sand,2
501,in sand filling the colonnade,1
307,in the rubbish of the court,2
214,"inside 36.3.55a, b",3
69,"inside 36.3.56a, b",9
78,"inside 36.3.57a, b",8
108,"inside Basket ""L""",6
248,"inside Box ""F""",3
141,inside basket in northwest corner,5
172,inside coffin,4
625,"inside coffin 19.3.207a, b",1
557,"inside coffin at head end, anonymous burial 1",1
658,inside coffins of Itamun,1
76,inside or near entrance,8
635,inside pot 12.181.272a,1
442,intrusive,1
126,later use,5
853,"layer XIc, Mummy of Ramose",1
757,"layer Xb, Mummy of Ramose",1
437,left of doorway,1
21,location not recorded,32
395,magazines,1
722,"main burial chamber, south of coffin",1
492,near Tomb 2,1
639,near entrance of tomb,1
598,"near entrance to first corridor, rubbish",1
760,near the top of the causeway,1
40,near tomb 2,15
145,near tombs 2 & 5 and radim,5
308,near tombs 5 & 6,2
149,near tombs 5&6 and radim,4
564,north corner of antechamber,1
347,north gateway of temple,2
444,north of pyramid,1
7,north of the royal causeway,111
3,north temple gateway,253
776,northeast corner of the statue-cult temple B,1
97,northwest corner,7
602,"northwest corner, east chamber",1
585,on floor of rooms in southwest corner,1
589,on mummy 19.3.208,1
517,on mummy under sheet 20.3.203rrrr,1
612,or from chip heap in same branch of Valley,1
168,or from chip heaps in same branch of Valley,4
403,originally from the courtyard,1
208,"outer court west, east of boat pit",3
505,outside enclosure wall near north court entrance,1
537,outside entrance,1
555,over Mummy from ribs to hip,1
785,pall no. 2 over coffin III,1
312,part of 20.3.203lll,2
508,part of 20.3.203oooo,1
313,part of 20.3.203rrrrr,2
512,part of 20.3.203sssss,1
511,part of 20.3.203ttt,1
516,part of 20.3.203vvv,1
514,part of 20.3.203yyyy,1
507,part of pad 20.3.203tt on Mummy,1
513,part of shawl 20.3.203vvvv,1
311,part of sheet 20.3.203eeeee,2
112,pit,6
329,pit 1,2
443,pit 8,1
70,pit in portico,9
4,pit outside southern wall,230
199,probably factories,3
238,"pyramid core, west side",3
160,radim,4
396,radim around Pit 202-204,1
856,radim near the Burial of Amenhotep,1
244,"re-burial of Senetnay, wife of Sennefer",3
502,"re-used as foundation of French mastaba, southwest corner of pyramid",1
227,re-used in foundation,3
604,"reburial of Meritamun, mummy, layer E",1
568,"reburial of Senetnay, wife of Sennefer",1
491,rubbish,1
194,rubbish in court,4
762,rubbish mounds,1
326,sanctuary,2
113,serdab,6
812,shaft 5301,1
629,shallow grave just west of Naville's old house,1
236,sloping passage,3
388,sloping passage and burial chamber,1
16,"so-called ""faience factory""",50
132,"so-called ""toilet basket I,"" not with burial",5
663,south radim,1
250,southeast lower court in rubbish,3
221,southwest corner foundation deposit,3
847,statue niche,1
11,surface deposit,81
33,surface find,18
879,"third finger of left hand, anonymous burial 1",1
541,tied up in a rag in the tomb - maybe dropped by,1
408,to right of tomb door,1
806,under house floor,1
0,unknown,10086
759,west end of passage north of temple,1
296,"west of Pyramid, plunderers heap",2
563,west side of core,1
