,Unique Values,Count
197,KHAIAN,1
201,KHASEKHEMUI,1
132,KINGDOM OF KUSH,3
0,LATE PERIOD,2052
158,LOWER PALEOLITHIC,2
99,MACEDONIAN PERIOD,7
204,MASAHARTY,1
196,MENKAUHOR,1
107,MENKHEPERRE,6
55,MENTUHOTEP II,29
76,MERENPTAH,14
9,MEROITIC PERIOD,418
58,MIDDLE KERMA,27
5,MIDDLE KINGDOM,689
161,MIDDLE PALEOLITHIC,1
68,MODERN PERIOD,19
114,MYCERINUS,5
46,NAPATAN PERIOD,44
44,NAQADA,53
49,NAQADA I,41
13,NAQADA II,249
65,NAQADA III,21
203,NARMER,1
182,NEBRE,1
154,NECHO II,2
101,NECTANEBO I,7
147,NEFEREFRE,2
129,NEFERHOTEP I,3
170,NEFERIRKARE,1
100,NEKTANEBO II,7
163,NEMTIEMSAF I,1
190,NEMTIEMSAF II,1
74,NEOLITHIC PERIOD,15
208,NEOLITHICUM,1
189,NEPHERITES I,1
185,NERO,1
1,NEW KINGDOM,1475
83,NYUSERRE,11
29,OLD KINGDOM,132
136,OSORKON I,3
93,OSORKON II,8
120,PALAEOLITHIC PERIOD,4
155,PALAEOLITHICUM,2
119,PEPI I,5
116,PEPI II,5
191,PERIBSEN,1
123,PIANKHY,4
102,PINUDJEM I,6
73,PINUDJEM II,15
117,POST-MEROITIC PERIOD,5
26,PREDYNASTIC PERIOD,144
59,PREHISTORIC PERIODS,26
71,PSAMMETICHUS I,17
92,PSAMMETICHUS II,8
51,PSUSENNES,35
167,PSUSENNES III,1
6,PTOLEMAIC PERIOD,638
70,PTOLEMY I SOTER I,18
66,PTOLEMY II PHILADELPHUS,20
87,PTOLEMY III EUERGETES I,10
103,PTOLEMY IV PHILOPATOR,6
96,PTOLEMY IX SOTER II,7
125,PTOLEMY V EPIPHANES,4
86,PTOLEMY VI PHILOMETOR,10
95,PTOLEMY VIII EUERGETES II,7
118,PTOLEMY X ALEXANDER I,5
207,PTOLEMY XI ALEXANDER II,1
180,PTOLEMY XII NEOS DIONYSOS,1
181,PTOLEMY XIII,1
108,RAMESSES I,5
35,RAMESSES II,119
54,RAMESSES III,31
60,RAMESSES IV,23
135,RAMESSES IX,3
178,RAMESSES V,1
179,RAMESSES VI,1
177,RAMESSES VIII,1
141,RAMESSES XI,3
4,ROMAN PERIOD,691
90,SAHURE,9
122,SCORPION,4
145,SEBEKEMSAF I,2
140,SEMENKHKARE,3
172,SEMERKHET,1
206,SENEFERU,1
77,SENWOSRET I,13
110,SENWOSRET II,5
89,SENWOSRET III,9
186,SETHNAKHT,1
42,SETHOS I,58
91,SETHOS II,9
139,SEVERUS ALEXANDER,3
98,SHABAKA,7
199,SHEPSESKAF,1
112,SHOSHENQ II,5
134,SIAMUN,3
166,SIPTAH,1
184,SOBEKHOTEP I,1
133,SOBEKHOTEP II,3
176,SOBEKHOTEP III,1
130,SOBEKHOTEP IV,3
78,TAHARQA,12
138,TANUTAMUN,3
194,TAO II,1
198,TETI,1
183,TIBERIUS,1
127,TRAJAN,4
18,TUTANKHAMUN,198
104,TUTHMOSIS I,6
202,TUTHMOSIS II,1
36,TUTHMOSIS III,76
67,TUTHMOSIS IV,20
152,UNAS,2
2,UNKNOWN,1438
173,UPPER PALEOLITHIC,1
124,USERKAF,4
159,VESPASIAN,1
109,WADJI,5
23,X-GROUP,153
165,XERXES,1
164,[NUBIAN DATING],1
